Bug
0.129104823
0.820944786
0.027711337
0.027711337
0.01342189
0.010970828
0.761890411
0.747694671
0.761890411
0.756877422
0.111733042
0.873997152
0.738028109
0.738079071
0.772028089
0.445102423
0.841419876
0.841161311
0.398455083
0.599484205
0.521006525
0.435036033
0.191479266
0.644733012
0.43698439
0.842130363
