NoBug
0.206361219
0.351802886
0.379630238
0.785669744
0.237860829
0.851269066
0.695625424
0.850689709
0.046975937
0.826153398
0.845909953
0.039351925
0.752209604
0.244260699
0.381613851
0.21922189
0.294672102
0.023530835
0.353673339
0.244260699
0.470698416
0.198409557
0.294672102
0.855435193
0.812385619
0.469466597
0.146991476
0.789579749
0.233135626
0.4470433
0.018824166
0.752523422
0.233135626
0.780772269
0.55606705
0.794459343
0.713778019
0.531085551
0.85123831
0.01883292
0.755875051
0.294411808
0.578695118
0.914281189
0.550631702
0.588737905
0.955872178
0.471840411
0.55240351
0.419393569
0.130087391
0.568858802
0.530526459
0.022633614
0.531085551
0.831483424
0.625481546
0.938019216
0.70144105
0.787387788
0.804420531
0.798365712
0.832021773
0.85130167
0.404821277
0.892411947
0.717638612
0.695302308
0.16371128
0.110416248
0.279642642
0.909842312
0.657983184
0.737327337
0.449147522
0.404821277
0.894054413
0.825633347
0.797819436
0.438215733
0.537217557
0.347694695
0.798365712
0.336334437
0.544972122
0.428406656
0.33455801
0.167739585
0.776183844
0.731356382
0.827979028
0.807699502
0.557522237
0.014769967
0.020837069
0.663791239
0.164603844
0.055692121
0.793160081
0.678308487
0.508443475
0.524548471
0.689732671
0.840815127
0.272166789
0.314312279
0.803451538
0.375452667
0.174809188
0.82444793
0.56049937
0.176617026
0.849390328
0.867094219
0.551780462
0.164603844
0.028631918
0.797347426
0.829983711
0.684238493
0.73808229
0.028257422
0.363047808
0.661744952
0.031948082
0.773884833
0.618313611
0.49298656
0.131488264
0.889179945
0.04787147
0.899576545
0.869825304
0.592859805
0.254575431
0.770451605
0.902599394
0.513553321
0.224488407
0.11343734
0.390865058
0.74602139
0.061656993
0.582798839
0.939571619
0.416829973
0.788369298
0.099795021
0.697291315
0.606280982
0.651116133
0.747964621
0.597968459
0.515793204
0.790968835
0.687618554
0.69283092
0.801137269
0.200757965
0.168633059
0.883897901
0.348581403
0.6270625
0.668182433
0.563201427
0.619248629
0.672667384
0.947006226
0.844702303
0.664008737
0.662872791
0.591660976
0.683636665
0.340052068
0.755838275
0.593748689
0.769360721
0.843733728
0.032393679
0.89624548
0.576286674
0.164603844
0.697586417
0.652551591
0.857193768
0.898928165
0.113543309
0.17338042
0.758323014
0.758944571
0.279121578
0.828627706
0.739719808
0.814316452
0.859174311
0.344457805
0.071429208
0.694215894
0.569566727
0.864082038
0.53267473
0.839737415
0.770839095
0.434098572
0.877877057
0.83377707
0.814526975
0.476311952
0.130394369
0.699352443
0.044216346
0.711898685
0.089811988
0.817680478
0.726110697
0.549615502
0.761827767
0.436897933
0.540472031
0.204746053
0.875657916
0.610775769
0.788532436
0.069586582
0.272327513
0.055519063
0.168278128
0.097749755
0.79612118
0.576490879
0.758928359
0.790320098
0.042647727
0.615234792
0.135014966
0.181130663
0.600535154
0.825446963
0.722858131
0.344004333
0.109270565
0.920301259
0.332787275
0.602524102
0.591270208
0.920301259
0.809404373
0.330048949
0.32030502
0.816283524
0.396479696
0.816283524
0.242715105
0.03517608
0.078299634
0.112475328
0.68429029
0.130126998
0.452459753
0.763157547
0.663791239
0.842616379
0.901093066
0.711507082
0.025378488
0.503264129
0.615643919
0.398892581
0.849365413
0.130788878
0.085023522
0.007449348
0.915337622
0.766747594
0.017183617
0.908863604
0.168238923
0.958289266
0.305244207
0.387391388
0.352824628
0.012354217
0.385835439
0.90273726
0.313456327
0.796219528
0.054537337
0.278222919
0.914462149
0.097709276
0.538250744
0.337321103
0.390504539
0.350476831
0.290476561
0.016643682
0.885223866
0.848002315
0.181013986
0.808773994
0.445218533
0.787104189
0.83930254
0.41058588
0.638591826
0.808773994
0.05077685
0.315338284
0.307366103
0.805238008
0.447813451
0.298793525
0.507903695
0.264317304
0.870368361
0.195505679
0.357404947
0.05041777
0.018035946
0.361374289
0.362506837
0.336825669
0.73045224
0.040451806
0.829992533
0.932827532
0.906744719
0.039809592
0.058920577
0.390669137
0.041313171
0.564330041
0.109220579
0.069360517
0.639325976
0.041183107
0.804332554
0.198418885
0.788310289
0.504727602
0.098080389
0.696766436
0.116764896
0.475313336
0.300270528
0.098080389
0.267332256
0.104847506
0.383771896
0.729492545
0.776152194
0.74136591
0.820181429
0.335750341
0.650015354
0.014406296
0.014406296
0.363082707
0.416971743
0.367483795
0.39069435
0.275521994
0.121651471
0.273115933
0.121651471
0.273115933
0.438887954
0.930891335
0.051551729
0.135890931
0.051551729
0.878122866
0.089731455
0.894315958
0.111458339
0.118077777
0.014657081
0.096818462
0.447489411
0.245632321
0.098080389
0.129354954
0.395293206
0.860346615
0.796129286
0.096378803
0.242326453
0.242326453
0.223515004
0.098080389
0.037769593
0.292153567
0.424488872
0.797136307
0.824444115
0.426098883
0.156999752
0.377269715
0.671763659
0.834674001
0.384356171
0.897575915
0.425936043
0.805919766
0.2261177
0.72737366
0.519428074
0.17829372
0.160508141
0.345223606
0.009096372
0.061929401
0.108891129
0.619334102
0.251658201
0.063063227
0.134232327
0.16063419
0.06965252
0.709847271
0.06965252
0.060048081
0.03634841
0.336250752
0.054208942
0.788998067
0.943253696
0.06965252
0.24151139
0.049308438
0.062437683
0.067463882
0.611736596
0.784762323
0.805073977
0.609493017
0.629001796
0.353520721
0.312722921
0.475398988
0.179979637
0.890032709
0.357978344
0.1492863
0.134245485
0.098080389
0.464692384
0.299470812
0.098080389
0.317285627
0.855933905
0.347147644
0.2848005
0.365306288
0.797660589
0.304901838
0.697349429
0.358345807
0.454154193
0.40210095
0.637968123
0.668226004
0.665184736
0.098080389
0.06846866
0.379363835
0.352447271
0.058750231
0.734680235
0.824830532
0.096996717
0.059890922
0.489174217
0.054421138
0.851506114
0.63945514
0.054372195
0.320287466
0.81713748
0.061869748
0.628246546
0.288351119
0.095981129
0.891850412
0.470983893
0.259665936
0.744052708
0.296578944
0.637791276
0.016300585
0.454154193
0.869200528
0.535000086
0.259694219
0.676879942
0.219589725
0.015507095
0.173973113
0.250144333
0.792448699
0.492188066
0.021015361
0.207492873
0.68197298
0.021760348
0.019635532
0.05019537
0.386759967
0.018652622
0.125545055
0.022410251
0.018318079
0.739549935
0.340645462
0.62799716
0.718086123
0.237908185
0.019651189
0.26608032
0.417389333
0.874913156
0.435608745
0.310675174
0.485787421
0.097083382
0.914808571
0.956082702
0.822644532
0.549770713
0.760629237
0.20332931
0.193464264
0.321310163
0.243910417
0.089805998
0.200412571
0.888017297
0.779903114
0.490756392
0.919592798
0.632083595
0.829565406
0.016914643
0.026184686
0.210787222
0.919592798
0.210787222
0.016914643
0.632083595
0.026184686
0.829565406
0.632083595
0.026184686
0.210787222
0.016914643
0.829565406
0.919592798
0.074936904
0.016914643
0.919592798
0.632083595
0.026184686
0.829565406
0.210787222
0.862665355
0.896920443
0.219583347
0.175245017
0.668868363
0.667168498
0.211850911
0.170524865
0.810269117
0.75968343
0.734031916
0.647523165
0.840564728
0.633702219
0.626274288
0.219583347
0.143984407
0.862665474
0.840564728
0.896920443
0.753514767
0.170524001
0.207982898
0.82120353
0.759688616
0.886061668
0.175245017
0.141284823
0.608484685
0.74806124
0.292956024
